0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.000		0		0		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
0.500		3		3		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
1.000		9		9		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
1.500		14		14		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
2.000		19		19		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
2.500		32		32		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
3.000		38		38		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
3.500		44		44		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
4.000		53		53		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
4.500		59		59		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
5.000		64		64		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
5.500		71		71		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
6.000		78		78		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
6.500		83		83		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
7.000		89		89		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
7.500		93		93		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
8.000		97		97		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
8.500		99		99		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
9.000		102		102		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
9.500		106		106		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
10.000		112		112		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
10.500		116		116		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
11.000		121		121		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
11.500		125		125		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
12.000		133		133		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
12.500		141		141		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
13.000		148		148		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
13.500		152		152		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
14.000		157		157		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
14.500		161		161		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
15.000		166		166		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
15.500		170		170		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
16.000		176		176		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
16.500		183		183		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
17.000		189		189		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
17.500		197		197		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
18.000		203		203		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
18.500		216		216		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
19.000		221		221		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
19.500		225		225		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
20.000		229		229		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
20.500		234		234		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
21.000		241		241		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
21.500		248		248		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
22.000		253		253		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
22.500		259		259		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
23.000		262		262		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
23.500		266		266		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
24.000		270		270		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
24.500		273		273		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
25.000		274		274		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
25.500		278		278		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
26.000		282		282		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
26.500		284		284		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
27.000		287		287		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
27.500		292		292		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
28.000		293		293		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
28.500		301		301		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
29.000		304		304		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
29.500		310		310		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
30.000		313		313		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
30.500		318		318		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
31.000		323		323		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
31.500		330		330		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
32.000		337		337		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
32.500		339		339		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
33.000		343		343		0		0		0		0		0.000		0.000		0.000		0.000		0		0		0		0		0		0		0		0		
